ServiceName,MaximumCapacity,Booked,DayOfTheWeek,EventName,EventTime,EventID,EventSchedule,Facility,AttendeeName,AttendeeStatus,AttendeePhone,AttendeeEmail,Age,GroupName,MainFacility,Day,Starts,Ends,ID,Duration,Max,Min,RegTotal,PercentFilled
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Stone, Avery",Waiting,555-0132-3208,student.22.8@example.test,11,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Stone, Blake",Booked,555-0132-3209,student.22.9@example.test,12,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Lee, Casey",Booked,555-0132-3210,student.22.10@example.test,3,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Lee, Drew",Booked,555-0132-3211,student.22.11@example.test,4,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Martin, Emery",Waiting,555-0132-3212,student.22.12@example.test,5,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Martin, Finley",Waiting,555-0132-3213,student.22.13@example.test,6,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Singh, Harper",Waiting,555-0132-3214,student.22.14@example.test,7,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Singh, Jordan",Booked,555-0132-3215,student.22.15@example.test,8,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Cooper, Kai",Booked,555-0132-3216,student.22.16@example.test,9,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Cooper, Logan",Waiting,555-0132-3217,student.22.17@example.test,10,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Walker, Maya",Waiting,555-0132-3218,student.22.18@example.test,11,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Walker, Noah",Booked,555-0132-3219,student.22.19@example.test,12,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Young, Avery",Booked,555-0132-3220,student.22.20@example.test,3,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Young, Blake",Waiting,555-0132-3221,student.22.21@example.test,4,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Splash  5,23,11,Mo,Splash  5 Demo,6:15 PM - 7:00 PM,471625,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Hall, Casey",Booked,555-0132-3222,student.22.22@example.test,5,Splash  5,Paul Palleschi Full Pool,Mo,2026-03-30 6:15 PM,2026-03-30 7:00 PM,471625,45,23,1,11,48%
Little Splash 1,4,4,Mo,Little Splash 1 Demo,6:30 PM - 7:00 PM,457373,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"King, Kai",Booked,555-0133-3300,student.23.0@example.test,3,Little Splash 1,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,457373,30,4,1,4,100%
Little Splash 1,4,4,Mo,Little Splash 1 Demo,6:30 PM - 7:00 PM,457373,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"King, Logan",Booked,555-0133-3301,student.23.1@example.test,4,Little Splash 1,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,457373,30,4,1,4,100%
Little Splash 1,4,4,Mo,Little Splash 1 Demo,6:30 PM - 7:00 PM,457373,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Scott, Maya",Booked,555-0133-3302,student.23.2@example.test,5,Little Splash 1,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,457373,30,4,1,4,100%
Little Splash 1,4,4,Mo,Little Splash 1 Demo,6:30 PM - 7:00 PM,457373,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Scott, Noah",Booked,555-0133-3303,student.23.3@example.test,6,Little Splash 1,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,457373,30,4,1,4,100%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Stone, Avery",Waiting,555-0134-3400,student.24.0@example.test,3,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Stone, Blake",Booked,555-0134-3401,student.24.1@example.test,4,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Lee, Casey",Booked,555-0134-3402,student.24.2@example.test,5,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Lee, Drew",Booked,555-0134-3403,student.24.3@example.test,6,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Martin, Emery",Waiting,555-0134-3404,student.24.4@example.test,7,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Martin, Finley",Waiting,555-0134-3405,student.24.5@example.test,8,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Singh, Harper",Waiting,555-0134-3406,student.24.6@example.test,9,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Singh, Jordan",Waiting,555-0134-3407,student.24.7@example.test,10,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Cooper, Kai",Booked,555-0134-3408,student.24.8@example.test,11,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Cooper, Logan",Waiting,555-0134-3409,student.24.9@example.test,12,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Walker, Maya",Booked,555-0134-3410,student.24.10@example.test,3,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Walker, Noah",Waiting,555-0134-3411,student.24.11@example.test,4,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Young, Avery",Booked,555-0134-3412,student.24.12@example.test,5,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
Splash  2B,14,6,Mo,Splash  2B Demo,6:30 PM - 7:00 PM,471262,From 2026-03-30 to 2026-06-08,Paul Palleschi Full Pool,"Young, Blake",Waiting,555-0134-3413,student.24.13@example.test,6,Splash  2B,Paul Palleschi Full Pool,Mo,2026-03-30 6:30 PM,2026-03-30 7:00 PM,471262,30,14,1,6,43%
